plot_num,rep,sp_code,num_germinants,expected_germinants_l,num_germinants_corrected
747,5,BRMA,25,60,25
748,1,HECO,2,60,2
748,1,VUMI,7,60,7
748,1,CEME,0,60,0
748,1,LOWR,0,60,0
748,1,LACA,4,100,4
748,1,SACO,6,60,6
748,1,PLER,13,60,13
748,1,CLPU,0,60,0
748,1,HOMU,21,60,21
748,1,EUPE,1,60,1
748,1,MICA,0,50,0
748,1,AMME,0,60,0
748,1,CHGL,67,90,67
748,1,CLBO,0,60,0
748,1,MEPO,0,40,0
748,1,AGHE,16,60,16
748,1,BRMA,8,60,8
748,2,HECO,1,60,1
748,2,VUMI,32,60,32
748,2,CEME,0,60,0
748,2,LOWR,3,60,3
748,2,LACA,6,100,6
748,2,SACO,10,60,10
748,2,PLER,11,60,11
748,2,CLPU,0,60,0
748,2,HOMU,7,60,7
748,2,EUPE,1,60,1
748,2,MICA,0,50,0
748,2,AMME,0,60,0
748,2,CHGL,38,90,38
748,2,CLBO,0,60,0
748,2,MEPO,0,40,0
748,2,AGHE,4,60,4
748,2,BRMA,10,60,10
748,3,HECO,1,60,1
748,3,VUMI,49,60,49
748,3,CEME,0,60,0
748,3,LOWR,4,60,4
748,3,LACA,3,100,3
748,3,SACO,15,60,15
748,3,PLER,5,60,5
748,3,CLPU,0,60,0
748,3,HOMU,4,60,4
748,3,EUPE,1,60,1
748,3,MICA,0,50,0
748,3,AMME,0,60,0
748,3,CHGL,50,90,50
748,3,CLBO,0,60,0
748,3,MEPO,1,40,1
748,3,AGHE,3,60,3
748,3,BRMA,10,60,10
748,4,HECO,6,60,6
748,4,VUMI,14,60,14
748,4,CEME,0,60,0
748,4,LOWR,3,60,3
748,4,LACA,6,100,6
748,4,SACO,8,60,8
748,4,PLER,10,60,10
748,4,CLPU,0,60,0
748,4,HOMU,20,60,20
748,4,EUPE,3,60,3
748,4,MICA,0,50,0
748,4,AMME,0,60,0
748,4,CHGL,22,90,22
748,4,CLBO,0,60,0
748,4,MEPO,0,40,0
748,4,AGHE,8,60,8
748,4,BRMA,9,60,9
748,5,HECO,5,60,5
748,5,VUMI,12,60,12
748,5,CEME,0,60,0
748,5,LOWR,6,60,6
748,5,LACA,8,100,8
748,5,SACO,4,60,4
748,5,PLER,4,60,4
748,5,CLPU,0,60,0
748,5,HOMU,8,60,8
748,5,EUPE,0,60,0
748,5,MICA,0,50,0
748,5,AMME,0,60,0
748,5,CHGL,27,90,27
748,5,CLBO,0,60,0
748,5,MEPO,0,40,0
748,5,AGHE,21,60,21
748,5,BRMA,13,60,13
749,1,HECO,6,60,6
749,1,VUMI,34,60,34
749,1,CEME,21,60,21
749,1,LOWR,13,60,13
749,1,LACA,2,100,2
749,1,SACO,3,60,3
749,1,PLER,10,60,10
749,1,CLPU,7,60,7
749,1,HOMU,38,60,38
749,1,EUPE,21,60,21
749,1,MICA,7,50,7
749,1,AMME,26,60,26
749,1,CHGL,88,90,88
749,1,CLBO,1,60,1
749,1,MEPO,13,40,13
749,1,AGHE,26,60,26
749,1,BRMA,48,60,48
749,2,HECO,3,60,3
749,2,VUMI,48,60,48
749,2,CEME,7,60,7
749,2,LOWR,12,60,12
749,2,LACA,1,100,1
749,2,SACO,3,60,3
749,2,PLER,14,60,14
749,2,CLPU,1,60,1
749,2,HOMU,16,60,16
749,2,EUPE,14,60,14
749,2,MICA,2,50,2
749,2,AMME,28,60,28
749,2,CHGL,22,90,22
749,2,CLBO,4,60,4
749,2,MEPO,10,40,10
749,2,AGHE,41,60,41
749,2,BRMA,29,60,29
749,3,HECO,4,60,4
749,3,VUMI,62,60,60
749,3,CEME,16,60,16
749,3,LOWR,1,60,1
749,3,LACA,5,100,5
749,3,SACO,24,60,24
749,3,PLER,24,60,24
749,3,CLPU,10,60,10
749,3,HOMU,38,60,38
749,3,EUPE,42,60,42
749,3,MICA,0,50,0
749,3,AMME,29,60,29
749,3,CHGL,28,90,28
749,3,CLBO,0,60,0
749,3,MEPO,7,40,7
749,3,AGHE,44,60,44
749,3,BRMA,27,60,27
749,4,HECO,2,60,2
749,4,VUMI,50,60,50
749,4,CEME,39,60,39
749,4,LOWR,11,60,11
749,4,LACA,4,100,4
749,4,SACO,43,60,43
749,4,PLER,23,60,23
749,4,CLPU,8,60,8
749,4,HOMU,30,60,30
749,4,EUPE,35,60,35
749,4,MICA,3,50,3
749,4,AMME,17,60,17
749,4,CHGL,60,90,60
749,4,CLBO,1,60,1
749,4,MEPO,5,40,5
749,4,AGHE,31,60,31
749,4,BRMA,41,60,41
749,5,HECO,1,60,1
749,5,VUMI,64,60,60
749,5,CEME,32,60,32
749,5,LOWR,8,60,8
749,5,LACA,4,100,4
749,5,SACO,37,60,37
749,5,PLER,3,60,3
749,5,CLPU,19,60,19
749,5,HOMU,32,60,32
749,5,EUPE,8,60,8
749,5,MICA,0,50,0
749,5,AMME,28,60,28
749,5,CHGL,64,90,64
749,5,CLBO,0,60,0
749,5,MEPO,14,40,14
749,5,AGHE,36,60,36
749,5,BRMA,22,60,22
750,1,HECO,4,60,4
750,1,VUMI,6,60,6
750,1,CEME,2,60,2
750,1,LOWR,0,60,0
750,1,LACA,15,100,15
750,1,SACO,12,60,12
750,1,PLER,28,60,28
750,1,CLPU,0,60,0
750,1,HOMU,25,60,25
750,1,EUPE,9,60,9
750,1,MICA,0,50,0
750,1,AMME,0,60,0
750,1,CHGL,89,90,89
750,1,CLBO,0,60,0
750,1,MEPO,22,40,22
750,1,AGHE,16,60,16
750,1,BRMA,15,60,15
750,2,HECO,4,60,4
750,2,VUMI,59,60,59
750,2,CEME,0,60,0
750,2,LOWR,3,60,3
750,2,LACA,15,100,15
750,2,SACO,12,60,12
750,2,PLER,31,60,31
750,2,CLPU,0,60,0
750,2,HOMU,24,60,24
750,2,EUPE,2,60,2
750,2,MICA,0,50,0
750,2,AMME,0,60,0
750,2,CHGL,88,90,88
750,2,CLBO,0,60,0
750,2,MEPO,0,40,0
750,2,AGHE,30,60,30
750,2,BRMA,12,60,12
750,3,HECO,3,60,3
750,3,VUMI,50,60,50
750,3,CEME,0,60,0
750,3,LOWR,5,60,5
750,3,LACA,30,100,30
750,3,SACO,10,60,10
750,3,PLER,20,60,20
750,3,CLPU,0,60,0
750,3,HOMU,37,60,37
750,3,EUPE,1,60,1
750,3,MICA,0,50,0
750,3,AMME,2,60,2
750,3,CHGL,50,90,50
750,3,CLBO,0,60,0
750,3,MEPO,3,40,3
750,3,AGHE,30,60,30
750,3,BRMA,32,60,32
750,4,HECO,2,60,2
750,4,VUMI,35,60,35
750,4,CEME,0,60,0
750,4,LOWR,9,60,9
750,4,LACA,8,100,8
750,4,SACO,10,60,10
750,4,PLER,29,60,29
750,4,CLPU,0,60,0
750,4,HOMU,18,60,18
750,4,EUPE,2,60,2
750,4,MICA,1,50,1
750,4,AMME,1,60,1
750,4,CHGL,108,90,90
750,4,CLBO,0,60,0
750,4,MEPO,3,40,3
750,4,AGHE,31,60,31
750,4,BRMA,32,60,32
750,5,HECO,4,60,4
750,5,VUMI,42,60,42
750,5,CEME,0,60,0
750,5,LOWR,14,60,14
750,5,LACA,25,100,25
750,5,SACO,10,60,10
750,5,PLER,19,60,19
750,5,CLPU,0,60,0
750,5,HOMU,24,60,24
750,5,EUPE,24,60,24
750,5,MICA,0,50,0
750,5,AMME,0,60,0
750,5,CHGL,43,90,43
750,5,CLBO,0,60,0
750,5,MEPO,7,40,7
750,5,AGHE,36,60,36
750,5,BRMA,22,60,22
751,1,HECO,0,60,0
751,1,VUMI,0,60,0
751,1,CEME,0,60,0
751,1,LOWR,0,60,0
751,1,LACA,57,100,57
751,1,SACO,5,60,5
751,1,PLER,11,60,11
751,1,CLPU,3,60,3
751,1,HOMU,8,60,8
751,1,EUPE,21,60,21
751,1,MICA,1,50,1
751,1,AMME,0,60,0
751,1,CHGL,14,90,14
751,1,CLBO,0,60,0
751,1,MEPO,5,40,5
751,1,AGHE,6,60,6
751,1,BRMA,20,60,20
751,2,HECO,0,60,0
751,2,VUMI,41,60,41
751,2,CEME,1,60,1
751,2,LOWR,1,60,1
751,2,LACA,36,100,36
751,2,SACO,7,60,7
751,2,PLER,12,60,12
751,2,CLPU,13,60,13
751,2,HOMU,12,60,12
751,2,EUPE,1,60,1
751,2,MICA,0,50,0
751,2,AMME,0,60,0
751,2,CHGL,47,90,47
751,2,CLBO,0,60,0
751,2,MEPO,1,40,1
751,2,AGHE,4,60,4
751,2,BRMA,24,60,24
751,3,HECO,0,60,0
751,3,VUMI,0,60,0
751,3,CEME,0,60,0
751,3,LOWR,2,60,2
751,3,LACA,24,100,24
751,3,SACO,13,60,13
751,3,PLER,13,60,13
751,3,CLPU,0,60,0
751,3,HOMU,21,60,21
751,3,EUPE,1,60,1
751,3,MICA,1,50,1
751,3,AMME,0,60,0
751,3,CHGL,35,90,35
751,3,CLBO,1,60,1
751,3,MEPO,2,40,2
751,3,AGHE,6,60,6
751,3,BRMA,5,60,5
751,4,HECO,0,60,0
751,4,VUMI,55,60,55
751,4,CEME,3,60,3
751,4,LOWR,3,60,3
751,4,LACA,8,100,8
751,4,SACO,5,60,5
751,4,PLER,9,60,9
751,4,CLPU,9,60,9
751,4,HOMU,24,60,24
751,4,EUPE,1,60,1
751,4,MICA,1,50,1
751,4,AMME,0,60,0
751,4,CHGL,43,90,43
751,4,CLBO,0,60,0
751,4,MEPO,7,40,7
751,4,AGHE,7,60,7
751,4,BRMA,10,60,10
751,5,HECO,2,60,2
751,5,VUMI,20,60,20
751,5,CEME,0,60,0
751,5,LOWR,1,60,1
751,5,LACA,25,100,25
751,5,SACO,1,60,1
751,5,PLER,16,60,16
751,5,CLPU,7,60,7
751,5,HOMU,18,60,18
751,5,EUPE,3,60,3
751,5,MICA,1,50,1
751,5,AMME,0,60,0
751,5,CHGL,29,90,29
751,5,CLBO,0,60,0
751,5,MEPO,0,40,0
751,5,AGHE,4,60,4
751,5,BRMA,22,60,22
752,1,HECO,2,60,2
752,1,VUMI,50,60,50
752,1,CEME,11,60,11
752,1,LOWR,10,60,10
752,1,LACA,8,100,8
752,1,SACO,20,60,20
752,1,PLER,14,60,14
752,1,CLPU,0,60,0
752,1,HOMU,28,60,28
752,1,EUPE,12,60,12
752,1,MICA,1,50,1
752,1,AMME,0,60,0
752,1,CHGL,29,90,29
752,1,CLBO,1,60,1
752,1,MEPO,19,40,19
752,1,AGHE,45,60,45
752,1,BRMA,20,60,20
752,2,HECO,9,60,9
752,2,VUMI,39,60,39
752,2,CEME,34,60,34
752,2,LOWR,13,60,13
752,2,LACA,21,100,21
752,2,SACO,35,60,35
752,2,PLER,28,60,28
752,2,CLPU,0,60,0
752,2,HOMU,24,60,24
752,2,EUPE,10,60,10
752,2,MICA,4,50,4
752,2,AMME,7,60,7
752,2,CHGL,57,90,57
752,2,CLBO,0,60,0
752,2,MEPO,0,40,0
752,2,AGHE,47,60,47
752,2,BRMA,27,60,27
752,3,HECO,5,60,5
752,3,VUMI,63,60,60
752,3,CEME,24,60,24
752,3,LOWR,10,60,10
752,3,LACA,12,100,12
752,3,SACO,33,60,33
752,3,PLER,30,60,30
752,3,CLPU,2,60,2
752,3,HOMU,33,60,33
752,3,EUPE,26,60,26
752,3,MICA,7,50,7
752,3,AMME,17,60,17
752,3,CHGL,29,90,29
752,3,CLBO,2,60,2
752,3,MEPO,6,40,6
752,3,AGHE,30,60,30
752,3,BRMA,36,60,36
752,4,HECO,4,60,4
752,4,VUMI,37,60,37
752,4,CEME,29,60,29
752,4,LOWR,15,60,15
752,4,LACA,30,100,30
752,4,SACO,29,60,29
752,4,PLER,30,60,30
752,4,CLPU,12,60,12
752,4,HOMU,27,60,27
752,4,EUPE,20,60,20
752,4,MICA,0,50,0
752,4,AMME,25,60,25
752,4,CHGL,17,90,17
752,4,CLBO,0,60,0
752,4,MEPO,6,40,6
752,4,AGHE,37,60,37
752,4,BRMA,5,60,5
752,5,HECO,1,60,1
752,5,VUMI,70,60,60
752,5,CEME,23,60,23
752,5,LOWR,7,60,7
752,5,LACA,12,100,12
752,5,SACO,37,60,37
752,5,PLER,27,60,27
752,5,CLPU,3,60,3
752,5,HOMU,11,60,11
752,5,EUPE,34,60,34
752,5,MICA,0,50,0
752,5,AMME,22,60,22
752,5,CHGL,47,90,47
752,5,CLBO,4,60,4
752,5,MEPO,6,40,6
752,5,AGHE,7,60,7
752,5,BRMA,14,60,14
753,1,HECO,3,60,3
753,1,VUMI,33,60,33
753,1,CEME,20,60,20
753,1,LOWR,2,60,2
753,1,LACA,1,100,1
753,1,SACO,21,60,21
753,1,PLER,41,60,41
753,1,CLPU,2,60,2
753,1,HOMU,28,60,28
753,1,EUPE,42,60,42
753,1,MICA,0,50,0
753,1,AMME,20,60,20
753,1,CHGL,32,90,32
753,1,CLBO,0,60,0
753,1,MEPO,10,40,10
753,1,AGHE,24,60,24
753,1,BRMA,21,60,21
753,2,HECO,2,60,2
753,2,VUMI,39,60,39
753,2,CEME,16,60,16
753,2,LOWR,6,60,6
753,2,LACA,11,100,11
753,2,SACO,10,60,10
753,2,PLER,31,60,31
753,2,CLPU,0,60,0
753,2,HOMU,31,60,31
753,2,EUPE,29,60,29
753,2,MICA,1,50,1
753,2,AMME,26,60,26
753,2,CHGL,30,90,30
753,2,CLBO,0,60,0
753,2,MEPO,5,40,5
753,2,AGHE,41,60,41
753,2,BRMA,22,60,22
753,3,HECO,7,60,7
753,3,VUMI,40,60,40
753,3,CEME,20,60,20
753,3,LOWR,4,60,4
753,3,LACA,9,100,9
753,3,SACO,45,60,45
753,3,PLER,25,60,25
753,3,CLPU,3,60,3
753,3,HOMU,18,60,18
753,3,EUPE,21,60,21
753,3,MICA,0,50,0
753,3,AMME,24,60,24
753,3,CHGL,31,90,31
753,3,CLBO,0,60,0
753,3,MEPO,7,40,7
753,3,AGHE,46,60,46
753,3,BRMA,17,60,17
753,4,HECO,1,60,1
753,4,VUMI,11,60,11
753,4,CEME,20,60,20
753,4,LOWR,3,60,3
753,4,LACA,3,100,3
753,4,SACO,50,60,50
753,4,PLER,30,60,30
753,4,CLPU,1,60,1
753,4,HOMU,25,60,25
753,4,EUPE,18,60,18
753,4,MICA,0,50,0
753,4,AMME,20,60,20
753,4,CHGL,30,90,30
753,4,CLBO,2,60,2
753,4,MEPO,5,40,5
753,4,AGHE,53,60,53
753,4,BRMA,28,60,28
753,5,HECO,2,60,2
753,5,VUMI,46,60,46
753,5,CEME,12,60,12
753,5,LOWR,12,60,12
753,5,LACA,10,100,10
753,5,SACO,41,60,41
753,5,PLER,23,60,23
753,5,CLPU,5,60,5
753,5,HOMU,32,60,32
753,5,EUPE,42,60,42
753,5,MICA,6,50,6
753,5,AMME,33,60,33
753,5,CHGL,77,90,77
753,5,CLBO,0,60,0
753,5,MEPO,5,40,5
753,5,AGHE,48,60,48
753,5,BRMA,28,60,28
754,1,HECO,7,60,7
754,1,VUMI,62,60,60
754,1,CEME,19,60,19
754,1,LOWR,11,60,11
754,1,LACA,23,100,23
754,1,SACO,34,60,34
754,1,PLER,7,60,7
754,1,CLPU,13,60,13
754,1,HOMU,37,60,37
754,1,EUPE,10,60,10
754,1,MICA,0,50,0
754,1,AMME,3,60,3
754,1,CHGL,31,90,31
754,1,CLBO,1,60,1
754,1,MEPO,8,40,8
754,1,AGHE,39,60,39
754,1,BRMA,41,60,41
754,2,HECO,2,60,2
754,2,VUMI,56,60,56
754,2,CEME,11,60,11
754,2,LOWR,8,60,8
754,2,LACA,14,100,14
754,2,SACO,20,60,20
754,2,PLER,26,60,26
754,2,CLPU,9,60,9
754,2,HOMU,37,60,37
754,2,EUPE,16,60,16
754,2,MICA,1,50,1
754,2,AMME,27,60,27
754,2,CHGL,69,90,69
754,2,CLBO,1,60,1
754,2,MEPO,5,40,5
754,2,AGHE,47,60,47
754,2,BRMA,30,60,30
754,3,HECO,11,60,11
754,3,VUMI,40,60,40
754,3,CEME,16,60,16
754,3,LOWR,13,60,13
754,3,LACA,9,100,9
754,3,SACO,6,60,6
754,3,PLER,40,60,40
754,3,CLPU,6,60,6
754,3,HOMU,30,60,30
754,3,EUPE,29,60,29
754,3,MICA,1,50,1
754,3,AMME,33,60,33
754,3,CHGL,36,90,36
754,3,CLBO,1,60,1
754,3,MEPO,3,40,3
754,3,AGHE,61,60,60
754,3,BRMA,30,60,30
754,4,HECO,5,60,5
754,4,VUMI,27,60,27
754,4,CEME,11,60,11
754,4,LOWR,3,60,3
754,4,LACA,14,100,14
754,4,SACO,54,60,54
754,4,PLER,17,60,17
754,4,CLPU,21,60,21
754,4,HOMU,30,60,30
754,4,EUPE,18,60,18
754,4,MICA,0,50,0
754,4,AMME,2,60,2
754,4,CHGL,43,90,43
754,4,CLBO,7,60,7
754,4,MEPO,7,40,7
754,4,AGHE,24,60,24
754,4,BRMA,19,60,19
754,5,HECO,1,60,1
754,5,VUMI,53,60,53
754,5,CEME,16,60,16
754,5,LOWR,4,60,4
754,5,LACA,5,100,5
754,5,SACO,53,60,53
754,5,PLER,4,60,4
754,5,CLPU,3,60,3
754,5,HOMU,32,60,32
754,5,EUPE,12,60,12
754,5,MICA,0,50,0
754,5,AMME,33,60,33
754,5,CHGL,43,90,43
754,5,CLBO,0,60,0
754,5,MEPO,4,40,4
754,5,AGHE,34,60,34
754,5,BRMA,35,60,35
755,1,HECO,4,60,4
755,1,VUMI,40,60,40
755,1,CEME,20,60,20
755,1,LOWR,12,60,12
755,1,LACA,18,100,18
755,1,SACO,30,60,30
755,1,PLER,12,60,12
755,1,CLPU,1,60,1
755,1,HOMU,30,60,30
755,1,EUPE,43,60,43
755,1,MICA,2,50,2
755,1,AMME,16,60,16
755,1,CHGL,132,90,90
755,1,CLBO,2,60,2
755,1,MEPO,3,40,3
755,1,AGHE,56,60,56
755,1,BRMA,15,60,15
755,2,HECO,4,60,4
755,2,VUMI,54,60,54
755,2,CEME,18,60,18
755,2,LOWR,10,60,10
755,2,LACA,12,100,12
755,2,SACO,12,60,12
755,2,PLER,12,60,12
755,2,CLPU,0,60,0
755,2,HOMU,32,60,32
755,2,EUPE,39,60,39
755,2,MICA,0,50,0
755,2,AMME,17,60,17
755,2,CHGL,61,90,61
755,2,CLBO,0,60,0
755,2,MEPO,9,40,9
755,2,AGHE,42,60,42
755,2,BRMA,21,60,21
755,3,HECO,3,60,3
755,3,VUMI,50,60,50
755,3,CEME,1,60,1
755,3,LOWR,16,60,16
755,3,LACA,13,100,13
755,3,SACO,22,60,22
755,3,PLER,10,60,10
755,3,CLPU,2,60,2
755,3,HOMU,27,60,27
755,3,EUPE,32,60,32
755,3,MICA,0,50,0
755,3,AMME,23,60,23
755,3,CHGL,62,90,62
755,3,CLBO,2,60,2
755,3,MEPO,7,40,7
755,3,AGHE,19,60,19
755,3,BRMA,17,60,17
755,4,HECO,3,60,3
755,4,VUMI,33,60,33
755,4,CEME,10,60,10
755,4,LOWR,12,60,12
755,4,LACA,6,100,6
755,4,SACO,27,60,27
755,4,PLER,20,60,20
755,4,CLPU,0,60,0
755,4,HOMU,11,60,11
755,4,EUPE,3,60,3
755,4,MICA,6,50,6
755,4,AMME,20,60,20
755,4,CHGL,13,90,13
755,4,CLBO,6,60,6
755,4,MEPO,20,40,20
755,4,AGHE,13,60,13
755,4,BRMA,2,60,2
755,5,HECO,12,60,12
755,5,VUMI,19,60,19
755,5,CEME,6,60,6
755,5,LOWR,4,60,4
755,5,LACA,32,100,32
755,5,SACO,13,60,13
755,5,PLER,6,60,6
755,5,CLPU,8,60,8
755,5,HOMU,32,60,32
755,5,EUPE,14,60,14
755,5,MICA,1,50,1
755,5,AMME,19,60,19
755,5,CHGL,48,90,48
755,5,CLBO,4,60,4
755,5,MEPO,21,40,21
755,5,AGHE,13,60,13
755,5,BRMA,2,60,2
